Time;Epoch;Train Loss;Test Loss;Exp_Diff;Train_1;Train_2;Train_3;Train_4;Train_5;Train_6;Train_7;Train_8;Train_9;Train_10;Train_11;Train_12;Test_1;Test_2;Test_3;Test_4;Test_5;Test_6;Test_7;Test_8;Test_9;Test_10;Test_11;Test_12;Exp_1;Exp_2;Exp_3;Exp_4;Exp_5;Exp_6;Exp_7;Exp_8;Exp_9;Exp_10;Exp_11;Exp_12
00:01:33;1;1.360066231273458;1.3660696335253373;1.0745457161248217;1.3328801422964784;1.575123956658386;1.3940230500535897;1.4119823753668777;1.508030169541815;1.2251404464944045;1.2389966285869458;1.4473092752149268;1.2842673176213537;1.2760746050046232;1.3490664265270376;1.2248068195547037;1.3430435648438999;1.5895806278320566;1.3884978555998444;1.4081355358916583;1.538456902300489;1.215669030599607;1.2354776138604167;1.452608919360051;1.3091319529365193;1.2798519453805088;1.342413753813209;1.2318073007017505;0.647183068496425;0.5666333861467315;2.287676332055068;2.168156697343035;0.6143527289134704;1.0401648367323528;0.9527494310751197;0.6307553325629816;1.5317482214439206;0.7304690676200681;0.9743308238285343;0.7503286672801506
00:03:06;2;1.1740777649988026;1.1832240875194922;0.9605176839862414;1.246859544653374;1.384650033562553;1.1832391086436487;1.1919380317309274;1.314807621770975;1.0866386396506182;1.0587418133081161;1.2136062419284432;1.0806851194745806;1.021025274732874;1.1710395808972989;1.0788111569121264;1.2609903072426443;1.3901948406016134;1.1906567224109157;1.1923001315035189;1.3378082275833372;1.0817707330987116;1.0662125409292853;1.227741238551382;1.0984330173225987;1.0338495367431035;1.1751928007751546;1.0851978749297588;0.5274600901254795;0.5061698783316263;2.5484178380268374;1.3142458431313682;0.5008127555033057;1.0437582333204225;0.7382325220689542;0.40857277556163507;1.460870090810264;0.6464619120155893;0.9262643226181588;0.9049459463212548
00:04:40;3;1.1193440031258841;1.1327109845145094;0.940510612193162;0.9668296485896584;1.4120125426882517;1.073831649645678;1.2144337609693623;1.175702227301818;0.9773152122802211;1.0337057621492431;1.0449179914982158;0.9894573473404649;1.1636680049079446;1.2488014032670858;1.0431647814840637;0.9775170339711243;1.4094747869918012;1.0794493409779777;1.2185552540389186;1.207012307073396;0.9796161931845333;1.0482444193785756;1.0538279088291647;1.0152077662826215;1.192543144578557;1.2695741596544534;1.0552925665805284;0.46915059176886953;0.48602912286432776;2.331420064321378;1.7845902091119348;0.43186643612094056;0.9438910676793358;0.7027374254784934;0.43940562236599817;1.3210326048222987;0.6506482820394563;0.7979040954752664;0.9274518242696437
00:06:14;4;1.0288622454245884;1.0425284853163639;0.8647650757407755;1.0156646108945013;1.1517554131233079;1.0408636570085286;1.1087475052501334;0.9684981036148446;0.9572386246348135;0.8724840629318824;0.9875238152027941;1.0891500749389544;1.0557278663684917;1.1070265103655628;0.9564588933730243;1.0279746844550668;1.1641506057479847;1.0629931032473092;1.122135411778124;0.9868185231668094;0.9634645430049115;0.8841989245728465;0.9953105721107087;1.1118016971097735;1.0815266440963012;1.105859398478048;0.9685107653791705;0.3110720296022368;0.5451142205843111;1.5124371635623097;2.3908187438220514;0.4933970425768599;0.7795515284887177;0.6975383391031406;0.43694099874031256;1.0353327997137864;0.6269551726085386;0.7430682802200316;0.8049545898670103
00:07:48;5;0.9719926529219594;0.9848831664129967;0.8310698981619463;0.8798138132105714;1.0507602964249003;1.0552201236985763;1.0409597823473553;1.043977833413837;0.9894484485148218;0.8784288452270811;0.9785052688593474;0.940423028670854;0.8535984164283257;0.9916864401048769;0.9313992287493784;0.8876029938499591;1.0623597305564683;1.0558752186006608;1.0596291191193148;1.0699326648614202;0.9920153068303431;0.8935170821287546;0.9931362623433639;0.9578502546752896;0.8785434303085103;0.994316346519165;0.9456643254442996;0.36765370124723845;0.4840142555353119;1.8942499086333486;1.8839551568031305;0.5337809419050451;0.553609023094177;0.561910281413939;0.32451871430001605;1.177594060607073;0.5449470819205774;0.7647060673992806;0.8818995850842174
00:09:22;6;0.9625655167162471;0.9718497346898629;0.7313509917210758;1.1276311642959445;1.2002967126699828;0.9003462215465684;0.9290258686025936;0.9383381683950414;0.8328928386674702;0.9440395487441663;0.9809719597822231;0.9252735384900858;0.853354152968947;0.9637018077914891;0.8897417179184448;1.135534523064879;1.194376397481943;0.913578250257426;0.93548163513483;0.9612338902773911;0.8335393044065128;0.9582157352858602;0.995070557355543;0.9420140928285494;0.871261058934468;0.9679190125580288;0.8931534138992371;0.26068574352962215;0.5151420802023353;1.4228798340588076;1.2945923011477405;0.5194379536116995;0.6084455089452793;0.5786877350690889;0.458981423058161;1.1266101213780848;0.5180164932041634;0.6403282863047064;0.8324044201432205
00:10:56;7;0.8805951189209207;0.8936071793089063;0.7171428086529904;0.8472660864843252;1.0028595289824611;0.8199622105471566;0.8698036969113748;0.8910234104323628;0.8808773534585559;0.8998517386622886;0.9004739009017761;0.8249047283975762;0.8422724871669977;0.8690545589306647;0.9040402099326318;0.8618502965205249;1.0228726304336198;0.8356261865942529;0.8824213552025163;0.9128818863299908;0.8885423929580099;0.9131092482290082;0.9121293435084715;0.8365693612671067;0.8646336187274453;0.8699364509166857;0.9075097120083478;0.31875815577623323;0.49968507522489986;1.2100873956447695;1.4032623268918294;0.4834058328954186;0.9533766183329793;0.5440094103755021;0.36803870090624174;1.0710184843365742;0.471489329890507;0.5741209871594497;0.7084613864014788
00:12:29;8;0.8224210293292589;0.8360104240019652;0.8280384508792946;0.860255475757667;0.8892538433041575;0.806981299682292;0.8180955433836392;0.900327059341022;0.8041965234335905;0.7316056164488284;0.8262523415428786;0.8131835307341697;0.8156101020121327;0.8058726102046218;0.7835983430378857;0.8695179222818237;0.9031651268808427;0.8140845670451858;0.8350626791240882;0.9239212863595939;0.8132479529138632;0.7509651450124997;0.8360635465586069;0.8323277128511565;0.839504450533716;0.8090331465930892;0.7906347575098541;0.29178011632547146;0.3743768151794991;1.9461244090010474;1.8270726529563344;0.5675983756926003;1.2977901496538302;0.4998658891421992;0.31861787063319497;0.9796308809954949;0.45154627651703066;0.6511802188361562;0.730877755618677
00:14:03;9;0.7944211643917287;0.8111547688659324;0.6868070603240796;0.7033250006542566;0.8384491765333941;0.8350748482000896;0.7892203489071835;0.9728291508474278;0.7246012156705365;0.7736130580453536;0.7724629685481061;0.7295750806472424;0.7043536113959805;0.8490810212144355;0.7996409641999103;0.7158962372173749;0.8579660047857606;0.8495453431516374;0.8123279502514266;0.9906118472592059;0.7395135776801786;0.7887168349343157;0.7895903357618248;0.7581209617662256;0.7291303894579872;0.8489755057036585;0.815223958391611;0.27184040313813757;0.4695444932798061;1.1494332876438051;1.5863040357101257;0.8491056906304707;0.554434157958845;0.456294403890284;0.4378795877607858;0.8463866703684737;0.4116594333474229;0.5016930652536996;0.7071094949071001
00:15:38;10;0.7504294351546491;0.767329974824666;0.8330774850646656;0.7232202844539547;0.8659700422758632;0.7408571443993759;0.7718007748375966;0.8169887756478053;0.6820484075225081;0.7222645734835813;0.7550246267469035;0.6984800795841688;0.6848380803193208;0.7984869257565123;0.722070953465232;0.7386206850780602;0.8820388608619705;0.7612533297120602;0.782753285932514;0.8407307156594465;0.6969221783043483;0.7390435472787273;0.7697412864147226;0.715287376238587;0.707791162353779;0.812531794618355;0.7387509404829284;0.27334423826961984;0.514705373630291;1.8860219099463493;2.826040507467781;0.6161349852492171;0.5405806055592329;0.43545405855992936;0.44341204032665354;0.9209810052266935;0.38744769395851514;0.4876219481665913;0.665185454415112
