Time;Epoch;Train Loss;Test Loss;Exp_Diff;Train_1;Train_2;Train_3;Train_4;Train_5;Train_6;Train_7;Train_8;Train_9;Train_10;Train_11;Train_12;Test_1;Test_2;Test_3;Test_4;Test_5;Test_6;Test_7;Test_8;Test_9;Test_10;Test_11;Test_12;Exp_1;Exp_2;Exp_3;Exp_4;Exp_5;Exp_6;Exp_7;Exp_8;Exp_9;Exp_10;Exp_11;Exp_12
00:00:12;1;1.7613737994374743;1.7619315344937398;0.00029932411270437124;1.7077605766625994;1.940673001015705;1.8977791148742373;2.0273265549846724;1.7764953955124032;1.6796000019599917;1.594859110949122;1.728341845431223;1.8191034678909663;1.4600180279297987;1.7896466898285521;1.6381745514008548;1.7304674853052866;1.9253873522029636;1.8949219100375514;2.033484630073299;1.7838780190259502;1.6785342940678647;1.6154146595085839;1.70771703276575;1.8026769717759763;1.4666682747436772;1.7891175140427535;1.642603687440047;0.0001167047318576982;5.344508625739084e-05;0.0011534659283582085;0.0008705500593375274;0.00013529437022386542;0.0004024287834852176;4.854650631728026e-05;6.91743101213265e-05;0.00020486117567391785;7.628460137710452e-05;0.0001714819095422357;0.0002896518899006825
00:00:25;2;1.3818466690771685;1.3835839465936004;0.00018596311384834875;1.3199946463889298;1.6183034636815554;1.4800762484111152;1.3337252779911832;1.36090157228059;1.4406921595505904;1.1414813454572565;1.4939718510426283;1.6141075283634367;1.080827007687824;1.37086777243818;1.2115585132944346;1.320614292142387;1.6114856750030855;1.482817104139762;1.3372533408917537;1.3560575111912467;1.4400346417188794;1.1680364990202157;1.4790662109760018;1.603960370073903;1.1077263970573619;1.3721438511120874;1.2233926110908833;5.221986423683817e-05;5.868142899423064e-05;0.0006582847166315198;0.0003383976677647671;0.0001378757525463376;0.0005292038504360931;3.7218658986323634e-05;2.5926901076244668e-05;0.00011501367977974109;3.865823911568725e-05;8.613210392362492e-05;0.00015394450268877747
00:00:38;3;1.2607268509241039;1.2636139709040504;0.00020717586138670844;1.5539180018406227;1.298772756293171;1.30592368954898;1.1857002729281652;1.3877455962411058;1.2625360853832157;0.9312239290745283;1.312588776053837;1.4181960762896837;0.977801444828261;1.2581449195487802;1.0955296106260093;1.564811437555796;1.3030715684597964;1.3085475104223103;1.1939821724956188;1.382780483886383;1.2641562467389478;0.9493934338338832;1.3112477165886123;1.4101725796520135;0.9930799854030125;1.2501171570102674;1.0989282932684818;5.0958047606294946e-05;3.731437841104446e-05;0.0010946593167391462;0.0004736181673993151;0.0001020770624088711;0.00031160617352591475;3.257539974483181e-05;6.340506516177301e-05;0.00010957196993895287;3.2329762835674994e-05;5.533923298768452e-05;0.00012265575988099734
00:00:51;4;1.1451307995390911;1.1493598116353212;0.00017243451872039166;1.2939923359383858;1.1568878149714321;1.218706430823166;1.0831583547920105;1.1195529820531296;1.1263742341560756;0.8750585160267393;1.2542694928694966;1.3183222273044728;0.8434177815011046;1.3629176559478473;0.9469436651539181;1.3115624295566686;1.1502389027068567;1.2386355655838193;1.0816326131252931;1.123249445259251;1.1352371101973586;0.8876627301339133;1.2351208173890518;1.3107098490125508;0.8657817734312531;1.3634065148384187;0.9563501272482834;9.243645043742885e-05;3.5898872482998766e-05;0.0009187983664780852;0.0004176144288579044;8.801446581282462e-05;0.0002249318135373491;2.7727571120776303e-05;4.910827407482748e-05;6.069543171800267e-05;1.6002311276573877e-05;4.048026464683773e-05;9.750597420109053e-05
00:01:05;5;1.0047927746654906;1.008178929964112;0.00013241209579032532;0.9349003165298029;1.0306948011945516;1.0849450172963035;0.913192682678227;0.9040634461897966;1.0858766886057651;1.1628413074235289;1.0437959285216232;1.1467205197978494;0.789595380543861;1.0404750253255741;0.841854592354763;0.9438320120231338;1.0374925841767222;1.0990004724089286;0.911464844545787;0.899718381579721;1.094471955403427;1.1737067353360948;1.0313695820184448;1.142519424655265;0.7999345448447609;1.036419504430979;0.8504309525387594;7.83922533790243e-05;3.2832561296750364e-05;0.0009113054115604958;0.00016844338652226474;7.802752710186953e-05;7.88556391510725e-05;2.7113701691970617e-05;3.646492154935593e-05;5.006243300348475e-05;1.6284307848570785e-05;3.14909906481457e-05;7.967201573089869e-05
00:01:18;6;0.9561994298637163;0.9574469300255583;0.0001398879421686253;0.9381745504862208;1.0095468573150777;1.1009912632413388;1.199985488611754;0.8559492137243659;0.9815760734232475;0.7491072026591196;0.9953983704871886;1.0740788919765665;0.7407627275080354;0.8292339599426762;0.8844097656476744;0.9519310244973394;1.0083867058274327;1.1079405949727232;1.1850898963474938;0.8502202874048452;0.9894148316700608;0.7556704496030149;0.9849461733976184;1.074201311315105;0.7487121836222773;0.8334500365132088;0.89071762446605;7.136675923733571e-05;2.7580521132103887e-05;0.0005076310374787712;0.0006228352904643015;8.35716211407207e-05;0.00012155367769230495;2.3257473627699686e-05;6.914249044355214e-05;3.612108641529601e-05;1.359625857902179e-05;3.2338345336460946e-05;6.966074447593509e-05
00:01:31;7;0.8941182817422493;0.8957678825817846;9.75756462898691e-05;0.7934456096978038;0.964277470411355;1.167948884050258;0.8128743531850859;0.8092775356646719;0.9380462091223143;0.6743825273486559;0.944796587291844;1.009575794447871;0.7407138767685011;0.8207696580891732;0.940881013584022;0.7948058116520922;0.9659951543296921;1.1730938685771648;0.8089093107614459;0.8127352957641085;0.9359546302750815;0.6794728030914599;0.9399380713866425;1.0102251946083165;0.7491588841809591;0.8174682690998119;0.9495733558815895;8.852839655325813e-05;3.130575990132882e-05;0.0005461508832114165;0.0001542455609070303;5.850033138592266e-05;9.895048994742823e-05;2.2950710807181065e-05;5.360452235133204e-05;3.004590457462716e-05;7.123022583784027e-06;2.7824453736707393e-05;5.1677719518413004e-05
00:01:44;8;0.9176138006636559;0.9220553447110067;6.54805496286298e-05;0.7724539584800106;0.9757797231655452;1.1433965223365716;0.8245947577277313;0.8891500133739214;0.7993534542499156;0.8425289352225874;0.8699991040249372;0.979198749032251;1.1825142151621242;0.7359934441024218;0.879132468581339;0.7830710740808896;0.966552062965957;1.149626610888781;0.8248776132758798;0.8876958641312872;0.8081654623308284;0.8505506383605224;0.86852070006416;0.9775909849148554;1.1937867763630319;0.7441497830104326;0.8940217897264695;7.541070509671029e-05;3.0555284111253595e-05;0.0001744606265400995;0.00020545309603668262;6.652191017918131e-05;5.5945229357736905e-05;2.4129491241866635e-05;5.071938576704278e-05;2.4535263115359068e-05;8.25046068951929e-06;2.6285051711347342e-05;4.350009169675831e-05
00:01:56;9;0.792100078302325;0.7966249972058838;8.490254666939669e-05;0.867899954179575;0.8495955986345919;0.8683929576866766;0.8534118326229992;0.7763621749928459;0.7603833347148656;0.7106237119134938;0.792615227927083;0.839957943422831;0.692447232488781;0.7043748285364199;0.7591354583464575;0.8802758795353636;0.8465766653212322;0.8700342530409231;0.8523314422916446;0.7740820331568647;0.7618416747037621;0.7219316809949126;0.7963854736714574;0.8466073672033277;0.7039339468680337;0.7055603702111809;0.771509465670124;5.6510776910904756e-05;2.5188539181407967e-05;0.0003027257899955953;0.0002931301234448847;5.7563729683516034e-05;8.69982513043968e-05;2.167618926935545e-05;7.306261493715334e-05;2.9152243906845243e-05;6.858655875016199e-06;2.3422620896744904e-05;4.254102462693942e-05
00:02:09;10;0.7231825358939323;0.7264626869839276;8.868340377608001e-05;0.6503938875397439;0.8886795414722051;0.8203318512868811;0.7774638411156917;0.6548847836407139;0.6816902142953605;0.6465123152306254;0.7240203710032768;0.8197225058552063;0.6590879955104373;0.6424548623441982;0.6564359846958128;0.6590975995409494;0.8775882858866306;0.8248667371166604;0.7771303251599132;0.6569569469559066;0.6845810140697123;0.653210493196346;0.7181863478978018;0.8232044818524471;0.6754138931649922;0.6477501219505283;0.6692681310796437;5.824412947987022e-05;2.5028390080221845e-05;0.0005039255650475687;0.00019139300422422965;5.653887036973102e-05;5.460470092170772e-05;1.825611976833406e-05;6.034730297774881e-05;2.2087442245951733e-05;6.53023812911111e-06;2.434472194353692e-05;4.290036012494871e-05
