Time;Epoch;Train Loss;Test Loss;Exp_Diff;Train_1;Train_2;Train_3;Test_1;Test_2;Test_3;Exp_1;Exp_2;Exp_3
00:24:31;11;1.2423861612029037;2.3711651949324173;1.5725463938713073;1.278517794732145;1.2674048082707614;1.1788330149573019;2.3735756005812267;2.6152244403683405;2.0961900650762266;1.5651574191451072;1.4425214874744414;1.7099602749943734
00:26:45;12;1.2215306834008535;2.045537097823575;1.5118707417945068;1.244409399210125;1.249100494971413;1.1694463252292724;2.1030892970461657;2.1007721066543175;1.9278064553352399;1.40921325430274;1.419191350340843;1.707207620739937
00:28:58;13;1.1760204634567892;2.3512765533308704;1.893083318869273;1.2021760115175049;1.1990019977337523;1.1252729982545893;2.2764976273835362;2.6766805237055284;2.0587480793497783;2.2647852867841722;2.0533709952235215;1.3610936746001243
00:31:11;14;1.161172379819567;2.673466710394891;2.4349445454279586;1.1862038624655042;1.1927101427849587;1.1024185601721983;2.235419963364474;3.237893025690867;2.4415607425793113;2.606903922557831;3.1290569955110543;1.5688727182149893
00:33:26;15;1.128367863681638;2.4212803849146516;1.9896833644310636;1.1575166741800722;1.1547559986314477;1.0706706941855473;2.498200812370263;2.580846248351702;2.1647219206174024;2.4544983699917795;1.8503608566522596;1.664190866649151
00:35:39;16;1.113680397314965;2.55901288647142;2.4161043981711074;1.144372884572625;1.1331736971791901;1.0616873639916595;3.0258641303335976;2.6438395800715235;1.8708016297918777;3.3581496298313147;2.441702624559402;1.4484609401226052
00:37:52;17;1.0878096797922472;2.143407317718862;1.427538520495097;1.1134122982988095;1.1164723488586157;1.031403002425566;1.806080987862501;2.583410225422185;1.961287199932796;1.2556452888250353;1.2980914983153342;1.7288787743449212
00:40:06;18;1.0883079343131974;2.2673779621937786;1.6062538375457134;1.1177960226802672;1.1092117009339675;1.0360616932863804;2.2626484561087485;2.2278252212943594;2.3108925928833663;2.0326536062359812;1.108671315610409;1.6774365907907487
00:42:19;19;1.0583229208260148;1.8146874261937778;1.2966167396306991;1.0755780118485094;1.081917394029885;1.0162326566575335;1.775886101793531;1.8005496364093074;1.8664191965584984;1.2137512105703356;1.1922444790601725;1.483854529261589
00:44:33;20;1.0489918178847484;1.921252132469038;1.742389985918999;1.0645580688337402;1.0734877706537103;1.0077159932590256;1.9714147885311013;1.990764381251838;1.7955527941924547;1.7099953505396845;1.506964472234249;2.010210134983063
00:46:47;21;1.0303467372498143;1.741213642807263;1.288000778456529;1.0578867932841847;1.0559202579693823;0.9750646326536047;1.7338054646431016;1.896860019677979;1.57839006235384;1.1131677535176276;1.2589307844638826;1.4919037973880769
00:49:00;22;1.0256815632950307;2.0854612675469046;1.478893306106329;1.0490930475577502;1.0550674544562486;0.9707236233302613;2.159865926417011;2.1265264456270665;1.9647672439217465;1.4806779269874095;1.4094047072529792;1.546597284078598
00:51:13;23;0.9996897548974916;2.21564664974381;1.442575911829869;1.0239379811425278;1.0151356259569528;0.9587436512670368;2.143799486000587;2.3412341327008606;2.1563896320252054;1.4512617762386801;1.4181066352128981;1.4583593240380288
00:53:27;24;0.9767464380365356;1.6664823963721778;1.3055479488770165;1.0021018650935059;0.9970178539232633;0.9294342287949549;1.5570404644757496;1.6252365923824805;1.807130706989187;1.037840907275677;1.263953565061092;1.614849374294281
00:55:41;25;0.9851153058180816;1.774484046347417;1.308596441845099;1.0160823602988573;1.0003635541750047;0.9371263568983536;1.8673749019236736;1.9303132652527775;1.4943835746022343;1.5613269102573397;1.1659762912988656;1.1984861239790916
00:57:54;26;0.9727460492427762;1.5543374026408916;1.1137698012590407;0.992052750769833;0.9968439961436999;0.9278135225655484;1.6547385428502874;1.5576282771410381;1.4434432967051511;1.127153213918209;1.0280893790721892;1.186066810786724
01:00:08;27;0.931949282116847;1.7957146950407343;1.259141753812631;0.9531895848835952;0.942985153336773;0.8987752446163915;1.7586705081224947;1.8279250827438267;1.7998726165630685;1.300271351337433;1.0575242313742637;1.4196296787261964
01:02:21;28;0.9593448341785225;2.2337477160649386;1.4046063087383907;0.9724620137305702;0.9818326575309575;0.9226861391198261;2.1951143333715275;2.2388763600962833;2.266669768922563;1.3773099017143249;1.3668821501731871;1.4696268743276597
01:04:35;29;0.9421925544597387;1.7115829659276276;1.1408308110634484;0.9568446017344945;0.9605162251568121;0.908315661604366;1.6178177128275746;1.8052328521055407;1.7065604685164006;0.8748608735203742;1.2163672792911528;1.3312642803788186
01:06:49;30;0.9464758613168943;1.81292943428492;1.3636702741682527;0.9521641275508056;0.9625313454898433;0.9243194679889057;1.8797673398753254;1.7881168012772755;1.768969237047268;1.3018593274056913;1.3730976331233977;1.41605386197567
01:09:02;31;0.9539925744887721;1.7957020592987019;1.3395790099104248;0.95904073324879;0.9587859236456155;0.9440740685097142;1.7574845719128338;1.7139726950116525;1.9097599153488947;1.2120802688598635;1.2302514362335204;1.57640532463789
01:11:15;32;0.902853706834261;1.6235938036314184;1.2537981055180232;0.9185667496202812;0.9203602705770935;0.8686808779296143;1.68046892531682;1.6355305823125954;1.5521708037381197;1.29191598713398;1.104219925701618;1.3652584037184716
01:13:29;33;0.9007798673009734;1.6427305374465562;1.3317576455076536;0.917374044941654;0.9193821773086116;0.8645081326886362;1.6934430818287483;1.7196121340709982;1.5069423416116743;1.463293668329716;1.0928013297915458;1.4391779384016992
01:15:42;34;0.8809686409764351;1.583599712078573;1.23440540154775;0.8961393497216131;0.8943325161170069;0.8517163787914083;1.6470408597647301;1.6215436611411678;1.4768941881820457;1.3857674267888072;1.106604975759983;1.2108438020944596
01:17:56;35;0.8835605312393693;1.969879451055384;1.536423258980116;0.8955737606255586;0.9030937818176291;0.8511209245248854;2.1111765570902685;2.0454614880887934;1.7321361678951719;1.9225477844476704;1.2121509659290313;1.4745710265636454
01:20:10;36;0.8700642963586908;1.6470051928816027;1.3912320225437484;0.8834081810355341;0.8882702374301193;0.8376165804852568;1.5976711254443623;1.7367392403215258;1.6028293313846698;1.4525797057151797;1.1958473223447799;1.5252690395712853
01:22:23;37;0.8726835080467333;1.6350498343351179;1.2928189568718274;0.8944100146238716;0.883602352700975;0.8390512852380306;1.5511585493807223;1.786232304222919;1.556741744514293;1.3816869002580645;1.1874873238801955;1.3092826464772223
01:24:37;38;0.8556934174433188;1.5378318306006364;1.1718244497974715;0.8703502689659193;0.868180779675702;0.8278805164648058;1.6451064406272844;1.4420309534207043;1.519523457512232;1.3777810153365138;0.9298439520597458;1.2078483819961547
01:26:50;39;0.8544560651795094;1.30591364774082;1.137346730132898;0.8669559367976488;0.8683033985466087;0.827479332836313;1.3605637940389521;1.3040044387590513;1.2508676171822248;1.220024724006653;0.8870383697748184;1.3049770966172225
01:29:04;40;0.8503392091722745;1.7859382294942563;1.3456298648317657;0.8637017130970206;0.8680215172651327;0.8184059160538745;1.7391583071502168;1.8144812528832113;1.803250380350662;1.3722345370054247;1.2031675401329993;1.4614875173568727
01:31:17;41;0.8352580834987855;1.4247778517504468;1.1351423916220666;0.8469034188619038;0.8491907216721171;0.8090722209998048;1.5627597956404364;1.4115503998209877;1.286577977524861;0.9741751444339755;1.0084133121371268;1.4228387182950974
01:33:31;42;0.8236952677302789;1.3304304615681315;0.8684026067455611;0.8399276628960959;0.8371157040057636;0.7932089588788604;1.297580650094099;1.2652973851731983;1.4231804068568765;0.9101010596752166;0.7779039564728737;0.9172028040885933
01:35:44;43;0.8250891108360959;1.3533238279846391;1.139107528328896;0.8373913211621266;0.8384581058420156;0.7987990025545603;1.497500188888519;1.2089015533860235;1.338097994241617;1.1821040031313899;0.8875031369924545;1.3477154448628432
01:37:57;44;0.8301295969172834;1.602937217239731;1.2582081063588464;0.8478548369260087;0.8411466142223943;0.8005997330244504;1.5672773632568047;1.6923980029788732;1.5452033992501941;1.241528008580208;1.1348718899488448;1.3982244205474863
01:40:12;45;0.8302500645740155;1.6483186539273091;1.276478735804558;0.8443850799472621;0.8452440174400189;0.8003260845212856;1.624923215820486;1.7054380125860267;1.6130618756420978;1.3719551903009417;1.2089261758327483;1.2485548412799836
01:42:25;46;0.8161674556957478;1.5808978916244036;1.13108146438996;0.8237565351211719;0.8290915255285346;0.795248573959308;1.5734181634089213;1.375772892017489;1.7689879892506637;1.2022521403431892;0.9333857494592667;1.257606503367424
01:44:38;47;0.8190197953658261;1.6980690709854525;1.367733884056409;0.8280764833445949;0.835651931068966;0.7926887171604354;1.7443118549472652;1.7693345634360373;1.573895405659181;1.457539614737034;1.2202142450213431;1.4254477924108506
01:46:52;48;0.807333163889034;1.5432931157184702;1.256041564742724;0.8213654551442762;0.8183717682955755;0.7816565083552776;1.574006822193577;1.5523177092722489;1.5026885884976189;1.1856944528222086;1.1948181065917014;1.3876121348142625
01:49:05;49;0.8052155919716234;1.6045696257097593;1.3031271681189536;0.8208156310502168;0.8148012991351327;0.7794080697111252;1.78316392048841;1.524030646731544;1.4904991762171895;1.6005355012416842;1.0008886882662766;1.3079573148488997
01:51:19;50;0.7939529653174462;1.3412019380490712;1.338587088485559;0.8004103441881587;0.8036537329139939;0.7775396069769946;1.402218496768147;1.3522942626582672;1.2655241195265075;1.4459580972790722;0.9764110195636749;1.5933921486139304
01:53:32;51;0.7916355010868983;1.2941707662675594;1.4087689400712653;0.8026328233366232;0.801943408807906;0.7698880265146139;1.3819395806990333;1.2946727776124065;1.1994578685357047;1.443557140231133;1.1200032207369803;1.6627464592456824
01:55:46;52;0.7818827876451871;1.5297095327521235;1.3752257456382118;0.7869261694982566;0.7922942121980352;0.7661847787533836;1.6241524816039778;1.556897758994968;1.3993682965379497;1.4994441908597949;1.1161064702272414;1.5101265758275992
01:57:59;53;0.7936840430093816;1.6691469959596033;1.255043194393317;0.8034831065035691;0.8014396308173277;0.7758301632430354;1.7784176908830223;1.6426784042828435;1.5801876447629655;1.3729667109251025;1.1269337731599807;1.2652290990948678
02:00:12;54;0.7731626058276748;1.4265251404359744;1.1876732190450034;0.7851006154539718;0.7858073839831196;0.7479739116961444;1.4337122745594297;1.4233236236381572;1.4225121417898166;1.2914627459645274;1.0678371462225913;1.203719764947892
02:02:26;55;0.7768132729811406;1.650938082152121;1.313207982182503;0.7852409250899672;0.7868132925628232;0.7580488556832796;1.7476104438602647;1.5626152390854395;1.6373395391274956;1.2563830134272578;1.2537842813134192;1.4294566518068315
02:04:40;56;0.7732205265437775;1.2607791556868422;1.0757334437966348;0.7839084766328207;0.7835556389754262;0.7517565816013047;1.2287577607532003;1.1560282023744932;1.3865227245406528;1.1583266597986224;0.8833611729741097;1.1855124986171723
02:06:53;57;0.7641034010407344;1.3528429928750807;1.3395502374569581;0.768768867283674;0.7776911580117652;0.745488337250989;1.5793933423696183;1.2212078536125084;1.2266704439205374;1.7037651062011723;0.8670543628931046;1.4478312432765967
02:09:07;58;0.7776564220502732;1.4050610448064316;1.217469255626202;0.789538513599728;0.7884544471451272;0.754464710552212;1.4038728577600066;1.462369984708942;1.346552822270844;1.2693608295917513;1.036252510845661;1.3467944264411933
02:11:20;59;0.7571814977434524;1.4057570090725506;1.3266342585285507;0.7606817378252158;0.7703999035849952;0.7401477519916249;1.4530127293785586;1.5010105342746436;1.2506716677732146;1.4586304095387461;1.1320238161087035;1.3892485499382026
02:13:34;60;0.7612358785876584;1.3564450997956652;1.1209251019358635;0.7724770494662709;0.7724591259972938;0.738258931706714;1.3524236478485;1.3775932036174687;1.3390358694100641;1.1949106198549273;0.9359796914458275;1.2318849945068358
02:15:47;61;0.7730871014909009;1.3170821115404265;1.1603050885597865;0.7758292077525216;0.7864395345729062;0.7566986492504704;1.4496443689859972;1.2513512909430455;1.239664024105905;1.1657597315311434;0.9303466427326202;1.3848088914155958
02:18:01;62;0.7603921373557859;1.2922028559602075;1.269090265631676;0.7643509646351836;0.78006038651955;0.7361127314550914;1.228373942521236;1.3435182272230002;1.302083226506858;1.411794696748257;0.9417974027991295;1.4536786973476417
02:20:14;63;0.7520338775784985;1.1570887447185803;1.0837332089742027;0.7586804454480207;0.7611215144527876;0.7360453956748871;1.2457588032110158;1.034821175032377;1.1805901407647765;1.0994213563203814;0.8108994859457016;1.3408787846565253
02:22:27;64;0.7515505734743103;1.2500673462555392;1.0785981819033625;0.7538867482072812;0.7667448138361409;0.7336497164704391;1.2944221264452775;1.285674844906366;1.1659830647260185;1.1638618898391726;0.87109847843647;1.200834177434445
02:24:42;65;0.7458545622340609;1.4570883620711597;1.2972499956687293;0.7553611927050403;0.7533564153930404;0.7285469216642354;1.5244478765925285;1.4628701696507593;1.3803582404539094;1.3334793639183047;1.0516462224721908;1.5066244006156928
02:26:55;66;0.7387632522132925;1.387114168088286;1.0618434980511666;0.7515139641661189;0.7484673559555323;0.7157770312469117;1.2917257566113993;1.347485941611704;1.5126080829878292;1.0307727423310282;0.9656326603889466;1.1891250914335252
02:29:08;67;0.7378149352555651;1.3855485031567618;1.3796234111984573;0.7485873856580696;0.7469192405421989;0.7175243294076638;1.4311233053478163;1.436666419216822;1.283397669946961;1.5812972828745846;0.9144308763742447;1.643142074346543
02:31:22;68;0.7339757704235161;1.1361090043043622;0.9722364214062694;0.7429037354156764;0.7406584080225087;0.7181089172628263;1.1404693451882342;1.1362459114334094;1.1315943677757045;1.0656289872527125;0.7583745020627976;1.0927057749032982
02:33:35;69;0.7345109611257786;1.2712563849013259;1.1026653453707698;0.7410941700892626;0.7455879499448935;0.7165173082571354;1.1490928065985093;1.332097035091318;1.3241531079080304;1.129703674912453;0.9491530182957649;1.2291393429040915
02:35:49;70;0.7335705760127923;1.2414127296059407;1.1947071856260305;0.7340213537441476;0.7512900670631264;0.7149497983185393;1.2812759862746634;1.2597806835141658;1.1809322712688985;1.4461745589971546;0.859670837521553;1.2782761603593833
02:38:02;71;0.7295179180535165;1.1761790271180508;1.1090876688559852;0.7371839952412024;0.7383480204384542;0.7127349370289655;1.1236518756843603;1.219609437407145;1.1832795413241306;1.2930450704693797;0.7240399467945099;1.3101779893040664
02:40:16;72;0.7177951391039612;1.378038610193127;0.9733616179227833;0.7192697040849125;0.7332891749609912;0.7004481584140569;1.2818974945462507;1.3479483703688562;1.4955751728902902;0.905042265057564;0.933137868642807;1.0819047200679788
02:42:29;73;0.7231488881097459;1.3507854908077106;1.0935904660820965;0.7277861693735941;0.7343722295624169;0.7070060964683292;1.2993540431884305;1.3633509758174867;1.388098481880143;1.1935612824559214;0.8655293482542038;1.2216807675361643
02:44:42;74;0.7253198621114129;1.326395779424128;1.218360193570455;0.7283320349641217;0.7456812521104329;0.7012550020170611;1.3458999883665699;1.350915305403533;1.281233060565055;1.2393262502551081;0.9772583964467049;1.4384959340095527
02:46:57;75;0.7248825679469112;1.3074893628043809;1.1597243130207064;0.7332189196844974;0.7359596470174894;0.7050656595821436;1.3951905589443359;1.2779737966311515;1.2445125357734736;1.1673203748464587;0.9917581278085709;1.32009443640709
02:49:10;76;0.720454363780406;1.3368008818689945;1.298065640528997;0.7256362949039349;0.7335169254217251;0.7018321105719767;1.286730340750512;1.4336071508674555;1.2846031304305041;1.3520973068475726;0.9663467752933502;1.5757528394460685
02:51:23;77;0.7228990714229656;1.4033749895794578;1.1364461162686352;0.7186354029188764;0.7411812377854908;0.7084932519997241;1.3378028507946305;1.4142446365475263;1.4555341108111397;1.2319566276669505;0.9763765382766724;1.2010051828622827
02:53:37;78;0.7145498246281464;1.292760582657566;1.0901050521930062;0.7173101946876596;0.728542903664642;0.6974493794865004;1.3253119745086939;1.218906701218465;1.3309786871354237;1.2711248216032984;0.8276329907774925;1.1715573441982279
02:55:50;79;0.7115803393319121;1.1198142371143311;1.1113084659973784;0.7154815481632238;0.7249721189548004;0.6939317505302698;1.0815481109257077;1.1736370724498202;1.1021712149103067;1.2533953309059147;0.7495123493671417;1.3310177177190787
02:58:04;80;0.7336135853623612;1.3435868011434924;1.3845615938305855;0.7483690069972803;0.7391961138430925;0.712811031763611;1.4533387978773271;1.379458178727971;1.1834601126301827;1.5528033044934275;1.068632234930992;1.5322492420673377
03:00:17;81;0.7064389670379266;1.2266505655777868;0.9831137615442279;0.7099172624378044;0.7180122692495805;0.6911178383032086;1.0492403962091217;1.2590655140100608;1.351984947701458;1.0367092233896258;0.8278880101442337;1.0847440510988242
03:02:31;82;0.7022695494326032;1.2442465509832106;0.9997954578200976;0.7089612826065792;0.7136640531562446;0.6838165224675236;1.2345534695116382;1.1723434318441084;1.3213390608282116;1.0060264137387278;0.836734203696251;1.1566257560253141
03:04:44;83;0.709715125014141;1.2310222444792078;1.0926984280347827;0.7191945523487415;0.7202627151187058;0.6892513688323388;1.213325354320387;1.2480919574302476;1.231403761196894;1.1467176866531374;0.890627880692482;1.2407497167587287
03:06:58;84;0.700415241806017;1.167662521894229;1.048561650514603;0.7023767776693209;0.7139744582216664;0.6845814948797446;1.236103005133956;1.1635547041124767;1.0993165859144383;1.0430849832296374;0.9463401931524277;1.1562597751617438
03:09:12;85;0.702907508951841;1.1536367896098585;1.1904889350136123;0.7072098243225481;0.7115679713759698;0.6897551346224042;1.1237963156185877;1.1936845282566413;1.142292639207508;1.299406972229481;0.8940250474214554;1.3780347853899009
03:11:25;86;0.700601248324343;1.2832533883931792;1.1795547661185268;0.7062279495309445;0.7155870402496807;0.6794877169097919;1.2043277982002234;1.4148489751077586;1.2198420182414533;1.1213793498277667;1.13040191501379;1.2868830335140238
03:13:38;87;0.6973118846762839;1.2938923314941742;1.135928891996543;0.7047802082515945;0.7071907556321441;0.6796305230915939;1.3252386384453525;1.2809400010067056;1.2749145825708175;1.2537346747517588;0.9508446949720383;1.203207306265832
03:15:52;88;0.7036203051753008;1.2574290976746416;1.0447005510330203;0.707030321445732;0.7117576095769896;0.6919203639781134;1.2861605766418562;1.2261314579316607;1.2592760967953227;1.0972893428802493;0.8729847717285156;1.163827538490296
03:18:05;89;0.6920710150983317;1.0738789019737307;0.956433018445969;0.69923853167705;0.7027733353872239;0.6738411880813594;1.0795472777031194;1.0160224049529611;1.1233537975859509;1.0204497319459918;0.7812911170721054;1.06755820631981
03:20:19;90;0.6866174439134978;1.1273467148655547;1.1130989992618565;0.6899600933043333;0.7010008443325577;0.6684933722717122;1.1539230804056426;1.1643165153219326;1.0609242637111171;1.2183719468116763;0.8997523534297943;1.2211726975440989
03:22:32;91;0.6862401168038009;1.3327392806580447;1.2532207747300468;0.6844444662219573;0.700262467850746;0.6737541861586465;1.3892634426593007;1.3818346382082851;1.2202712580757726;1.4473953437805178;0.9432087737321854;1.3690582066774375
03:24:46;92;0.6893775184140254;1.0839579219356366;1.0733161151409152;0.6990066223901833;0.6988675304658255;0.6698492097592503;1.030643985203691;1.2018704857023828;1.009046369094318;1.1594332498311999;0.8763490068912506;1.1841660887002952
03:26:59;93;0.7005182978901213;1.1864883884379698;1.25766402532657;0.6971585963360621;0.7241499374620302;0.6795251126075097;1.1535205479850188;1.3052452200116753;1.0904078185102175;1.2858635228872302;0.9278229522705078;1.5593056008219726
03:29:13;94;0.7492319832704286;1.140345433647396;1.15636469523112;0.7475380695225583;0.7758073657098121;0.7234330766598096;1.0266935553037333;1.2320754100180267;1.152845832541758;1.0522501450777058;0.8790787655115128;1.537765175104142
03:31:27;95;0.6776630782891111;1.0675812689754578;1.21807492574056;0.6788242636502269;0.6903734813207372;0.6635237588980311;1.1059074229417774;1.1077919291344682;0.984355120426153;1.298916656970978;0.9653230506181717;1.3899850696325309
03:33:40;96;0.6898846867549115;1.3085720740663611;1.1008043442169828;0.693921462753858;0.7105102478337676;0.6644326876320814;1.294524316021105;1.31194550024326;1.3191240681532639;1.2161568444967272;0.959426035284996;1.1268301528692255
03:35:53;97;0.6879134051098725;1.2481750595303542;1.1435012895862264;0.6907218783126301;0.7009614524862061;0.6717371890506934;1.2464583072939588;1.1800190292722885;1.3144274590387153;1.29978702634573;0.8248064118623734;1.3059104305505762
03:38:07;98;0.678078726424207;1.08163443830118;1.0978653882940612;0.675390861914873;0.6946301884419184;0.6638586629399333;1.0982769036707394;1.0804508578489251;1.0659328818619715;1.1613274183869364;0.8243872570991516;1.307881489396096
03:40:20;99;0.6740103927972265;1.1574554966344914;1.1731955252091093;0.6757864198627056;0.6863608259211489;0.6596146766250154;1.2053227256098988;1.1159963484216873;1.149286221733638;1.1844138693809512;0.9023335808515548;1.4328391253948218
03:42:34;100;0.6773330148009359;1.114777740092934;1.166106301546097;0.6813903274502578;0.6891100480071809;0.6611917745703534;1.1796269461123294;1.1441255274377038;1.0137283385266402;1.1957395416498187;0.9641456353664398;1.3384337276220328
