            15	             231
         15.02	             234
         15.04	             256
         15.06	             292
         15.08	             243
          15.1	             237
         15.12	             228
         15.14	             256
         15.16	             234
         15.18	             246
          15.2	             275
         15.22	             237
         15.24	             249
         15.26	             262
         15.28	             225
          15.3	             272
         15.32	             243
         15.34	             234
         15.36	             246
         15.38	             228
          15.4	             246
         15.42	             252
         15.44	             243
         15.46	             246
         15.48	             234
          15.5	             246
         15.52	             246
         15.54	             219
         15.56	             231
         15.58	             249
          15.6	             259
         15.62	             216
         15.64	             228
         15.66	             240
         15.68	             231
          15.7	             225
         15.72	             256
         15.74	             237
         15.76	             231
         15.78	             240
          15.8	             237
         15.82	             213
         15.84	             256
         15.86	             256
         15.88	             216
          15.9	             231
         15.92	             237
         15.94	             234
         15.96	             234
         15.98	             228
            16	             228
         16.02	             262
         16.04	             243
         16.06	             201
         16.08	             237
          16.1	             231
         16.12	             231
         16.14	             249
         16.16	             222
         16.18	             219
          16.2	             204
         16.22	             225
         16.24	             216
         16.26	             225
         16.28	             231
          16.3	             222
         16.32	             213
         16.34	             237
         16.36	             225
         16.38	             231
          16.4	             237
         16.42	             222
         16.44	             213
         16.46	             228
         16.48	             237
          16.5	             207
         16.52	             243
         16.54	             246
         16.56	             237
         16.58	             225
          16.6	             213
         16.62	             222
         16.64	             225
         16.66	             234
         16.68	             234
          16.7	             210
         16.72	             193
         16.74	             225
         16.76	             228
         16.78	             231
          16.8	             210
         16.82	             213
         16.84	             201
         16.86	             222
         16.88	             225
          16.9	             213
         16.92	             231
         16.94	             219
         16.96	             234
         16.98	             213
            17	             225
         17.02	             225
         17.04	             234
         17.06	             237
         17.08	             237
          17.1	             216
         17.12	             219
         17.14	             222
         17.16	             207
         17.18	             237
          17.2	             210
         17.22	             210
         17.24	             201
         17.26	             222
         17.28	             222
          17.3	             219
         17.32	             198
         17.34	             216
         17.36	             213
         17.38	             198
          17.4	             216
         17.42	             222
         17.44	             207
         17.46	             190
         17.48	             240
          17.5	             198
         17.52	             184
         17.54	             213
         17.56	             222
         17.58	             213
          17.6	             219
         17.62	             201
         17.64	             207
         17.66	             198
         17.68	             201
          17.7	             225
         17.72	             190
         17.74	             190
         17.76	             204
         17.78	             210
          17.8	             196
         17.82	             201
         17.84	             210
         17.86	             210
         17.88	             210
          17.9	             213
         17.92	             222
         17.94	             207
         17.96	             184
